"value" "AUC" "True prevalence" "type" "mean" "lower CI" "upper CI" "size.interval"
"772" 0.0242 "0.9" 0.08 "High specificity - uncorrected" 0.0768286944629948 0.052201257861635 0.100995024875622 0.048793767013987
"773" 0.1846 "0.95" 0.04 "Max Youden - uncorrected" 0.0312048308611425 0.0150692370350256 0.0462218649517685 0.0311526279167429
"774" 0.0225 "0.95" 0.04 "High specificity - uncorrected" 0.0373051319471678 0.0262839879154076 0.0491209927611166 0.022837004845709
"777" 0.2795 "0.9" 0.08 "Max Youden - uncorrected" 0.077820167906581 0.0561370123691724 0.100187852222918 0.0440508398537456
"778" 0.0218 "0.9" 0.08 "High specificity - uncorrected" 0.0691607775869234 0.0430497925311202 0.0926267281105991 0.0495769355794789
"779" 0.312 "0.8" 0.01 "Max Youden - uncorrected" 0.00320752852043778 -0.0323822463768116 0.0349892008639309 0.0673714472407425
"780" 0.0133 "0.8" 0.01 "High specificity - uncorrected" 0.0428798890461786 0 0.0848896434634976 0.0848896434634976
"783" 0.2704 "0.85" 0.04 "Max Youden - uncorrected" 0.0507697587919099 0.0238184546136533 0.0771860381432169 0.0533675835295636
"784" 0.0141 "0.85" 0.04 "High specificity - uncorrected" 0.0388775094793089 0.00687622789783815 0.0730434782608693 0.0661672503630311
"785" 0.2648 "0.9" 0.08 "Max Youden - uncorrected" 0.0795655159704392 0.0586935941937522 0.0997540731632339 0.0410604789694817
"786" 0.0247 "0.9" 0.08 "High specificity - uncorrected" 0.0764838792432965 0.0585392051557461 0.0945033751205403 0.0359641699647942
"787" 0.3187 "0.8" 0.08 "Max Youden - uncorrected" 0.0711536629810602 0.035912783240701 0.102027883396705 0.066115100156004
"788" 0.0178 "0.8" 0.08 "High specificity - uncorrected" 0.0906147643029252 0.0394736842105256 0.14051094890511 0.101037264694584
"793" 0.3432 "0.8" 0.08 "Max Youden - uncorrected" 0.0705337941058529 0.035829865926953 0.107205240174673 0.07137537424772
"794" 0.0126 "0.8" 0.08 "High specificity - uncorrected" 0.0505432191888031 -0.00957854406130375 0.104072398190044 0.113650942251348
"795" 0.2601 "0.9" 0.04 "Max Youden - uncorrected" 0.0327334648774258 0.00958516656191074 0.0554371002132196 0.0458519336513089
"796" 0.0238 "0.9" 0.04 "High specificity - uncorrected" 0.0583708573569198 0.0401529636711279 0.0748721694667639 0.034719205795636
"801" 0.2343 "0.9" 0.04 "Max Youden - uncorrected" 0.0577955234171271 0.0359281437125748 0.0797822706065317 0.0438541268939569
"802" 0.0223 "0.9" 0.04 "High specificity - uncorrected" 0.0554607694798128 0.0370370370370373 0.0726872246696034 0.0356501876325661
"803" 0.2628 "0.85" 0.01 "Max Youden - uncorrected" 0.0300727539203596 0.00462107208872449 0.0576020223907548 0.0529809503020303
"804" 0.0126 "0.85" 0.01 "High specificity - uncorrected" 0.0238415678234868 -0.00465549348230965 0.0568181818181823 0.0614736753004919
"805" 0.3125 "0.8" 0.01 "Max Youden - uncorrected" 0.0161714688333695 -0.0203068592057762 0.0501084598698479 0.0704153190756241
"806" 0.0152 "0.8" 0.01 "High specificity - uncorrected" 0.0594473233027885 0.0228013029315972 0.0951456310679615 0.0723443281363643
"815" 0.1483 "0.95" 0.01 "Max Youden - uncorrected" 0.0121744187469335 -0.0039904229848364 0.0278137128072446 0.031804135792081
"816" 0.0133 "0.95" 0.01 "High specificity - uncorrected" 0.0079726384662161 -0.00204439252336458 0.0158359293873312 0.0178803219106958
"821" 0.2769 "0.85" 0.01 "Max Youden - uncorrected" 0.0127128470176686 -0.0152380952380953 0.039274924471299 0.0545130197093943
"822" 0.0127 "0.85" 0.01 "High specificity - uncorrected" 0.0197601646076645 -0.00860420650095613 0.0447019867549675 0.0533061932559236
"824" 0.0252 "0.9" 0.08 "High specificity - uncorrected" 0.0775425290422687 0.0565934065934065 0.0971454880294654 0.0405520814360589
"831" 0.1832 "0.95" 0.08 "Max Youden - uncorrected" 0.0712189958255278 0.0545671800318642 0.0870882740447959 0.0325210940129317
"832" 0.0415 "0.95" 0.08 "High specificity - uncorrected" 0.0792223775992023 0.0656097560975608 0.0907836644591609 0.0251739083616001
"835" 0.4006 "0.8" 0.08 "Max Youden - uncorrected" 0.0698096497763132 0.0347038019451814 0.103852967227635 0.0691491652824536
"836" 0.0132 "0.8" 0.08 "High specificity - uncorrected" 0.0526658653819582 -0.0076628352490413 0.0976562500000008 0.105319085249042
"839" 0.2219 "0.9" 0.01 "Max Youden - uncorrected" 0.0239717582232297 0.000158428390367536 0.0449984797810883 0.0448400513907208
"840" 0.0126 "0.9" 0.01 "High specificity - uncorrected" 0.0142320111246265 -0.00337837837837801 0.0348646431501229 0.0382430215285009
"841" 0.3416 "0.85" 0.08 "Max Youden - uncorrected" 0.0884107653325282 0.0593948449757192 0.116212338593974 0.0568174936182548
"842" 0.019 "0.85" 0.08 "High specificity - uncorrected" 0.0737193570701536 0.0416666666666662 0.104719764011799 0.0630530973451328
"845" 0.1538 "0.95" 0.01 "Max Youden - uncorrected" 0.00613574476001189 -0.0102339181286549 0.0208765560165975 0.0311104741452524
"846" 0.0143 "0.95" 0.01 "High specificity - uncorrected" 0.0117850183160397 0.00397219463753735 0.0202885482416594 0.016316353604122
"847" 0.3082 "0.8" 0.04 "Max Youden - uncorrected" 0.0311407579014749 -0.00313901345291495 0.0641025641025643 0.0672415775554793
"848" 0.013 "0.8" 0.04 "High specificity - uncorrected" 0.03809096159433 -0.0091240875912419 0.0801603206412825 0.0892844082325244
"851" 0.1862 "0.95" 0.04 "Max Youden - uncorrected" 0.0301221999783295 0.0148327939590074 0.0452850293020778 0.0304522353430704
"852" 0.0208 "0.95" 0.04 "High specificity - uncorrected" 0.035284139869592 0.0246872942725479 0.0463794135248356 0.0216921192522877
"853" 0.2271 "0.9" 0.04 "Max Youden - uncorrected" 0.0535301572982751 0.0335889570552148 0.0741563055062167 0.0405673484510019
"854" 0.0179 "0.9" 0.04 "High specificity - uncorrected" 0.0402541962528956 0.0238821138211378 0.0569684638860635 0.0330863500649257
"855" 0.3181 "0.8" 0.04 "Max Youden - uncorrected" 0.0692915786742928 0.0382872677843229 0.101596203623813 0.0633089358394901
"856" 0.0117 "0.8" 0.04 "High specificity - uncorrected" 0.0191467529640124 -0.0261538461538467 0.0578817733990139 0.0840356195528606
"857" 0.3442 "0.8" 0.08 "Max Youden - uncorrected" 0.0551796828836472 0.016758494031221 0.0932608695652173 0.0765023755339963
"858" 0.0199 "0.8" 0.08 "High specificity - uncorrected" 0.129182720607385 0.0773195876288651 0.180147058823529 0.102827471194664
"859" 0.2131 "0.95" 0.08 "Max Youden - uncorrected" 0.0741153484408537 0.0582045817794351 0.0898653998416469 0.0316608180622118
"860" 0.0401 "0.95" 0.08 "High specificity - uncorrected" 0.0774029648710318 0.0644329896907216 0.0903465346534653 0.0259135449627437
"863" 0.2396 "0.9" 0.01 "Max Youden - uncorrected" 0.0280722412165905 0.00515302935665187 0.0505253399258343 0.0453723105691824
"864" 0.0109 "0.9" 0.01 "High specificity - uncorrected" 0.00515619329291066 -0.0132450331125825 0.0244661921708188 0.0377112252834013
"871" 0.1772 "0.95" 0.04 "Max Youden - uncorrected" 0.0350758601515605 0.0187366167023555 0.0519633507853401 0.0332267340829846
"872" 0.0237 "0.95" 0.04 "High specificity - uncorrected" 0.0389360142726489 0.0257898130238556 0.0502215657311668 0.0244317527073112
"877" 0.2793 "0.9" 0.08 "Max Youden - uncorrected" 0.0795733641539367 0.0569377990430623 0.100433973961562 0.0434961749184997
"878" 0.0245 "0.9" 0.08 "High specificity - uncorrected" 0.0781939035253085 0.0564424173318131 0.104229607250755 0.0477871899189419
"881" 0.2523 "0.85" 0.01 "Max Youden - uncorrected" -0.00470946687645127 -0.032371294851794 0.0238970588235292 0.0562683536753232
"882" 0.0111 "0.85" 0.01 "High specificity - uncorrected" 0.00668310315461716 -0.0363247863247871 0.0404411764705887 0.0767659627953758
"891" 0.315 "0.85" 0.08 "Max Youden - uncorrected" 0.0698119503847985 0.0418450759050216 0.0976418570375828 0.0557967811325612
"892" 0.0175 "0.85" 0.08 "High specificity - uncorrected" 0.0606173292672592 0.0322580645161293 0.0897435897435899 0.0574855252274606
"893" 0.2553 "0.9" 0.08 "Max Youden - uncorrected" 0.0935902510879875 0.0720679012345678 0.113392583512105 0.0413246822775372
"894" 0.0253 "0.9" 0.08 "High specificity - uncorrected" 0.0809856217599752 0.062849162011174 0.0988764044943824 0.0360272424832084
"897" 0.2767 "0.9" 0.08 "Max Youden - uncorrected" 0.0889490723597849 0.0677532758069671 0.109771181199753 0.0420179053927859
"898" 0.0286 "0.9" 0.08 "High specificity - uncorrected" 0.0960226167699905 0.0714285714285709 0.117296222664016 0.0458676512354451
"899" 0.2243 "0.9" 0.01 "Max Youden - uncorrected" 0.0143953776944516 -0.00967025998731769 0.0367624343527959 0.0464326943401136
"900" 0.0134 "0.9" 0.01 "High specificity - uncorrected" 0.0143600518182058 -0.0060728744939272 0.0311881188118811 0.0372609933058083
"903" 0.2625 "0.9" 0.08 "Max Youden - uncorrected" 0.0799793566054172 0.0566098423930523 0.101488909146156 0.0448790667531037
"904" 0.0301 "0.9" 0.08 "High specificity - uncorrected" 0.0838242273942588 0.0686090225563907 0.100265017667844 0.0316559951114533
"905" 0.3249 "0.8" 0.08 "Max Youden - uncorrected" 0.0718956350790422 0.0379890809827114 0.106326889279438 0.0683378082967266
"906" 0.0137 "0.8" 0.08 "High specificity - uncorrected" 0.0692208307818878 0.0182186234817794 0.122837370242216 0.104618746760437
"911" 0.2126 "0.95" 0.08 "Max Youden - uncorrected" 0.084714260386992 0.0679935880309911 0.100549163179916 0.0325555751489249
"912" 0.0352 "0.95" 0.08 "High specificity - uncorrected" 0.076198251898015 0.062335958005249 0.0907210401891251 0.0283850821838761
"913" 0.2477 "0.85" 0.01 "Max Youden - uncorrected" -0.0082377618534157 -0.0371017871017871 0.0194139194139197 0.0565157065157068
"914" 0.0122 "0.85" 0.01 "High specificity - uncorrected" 0.0127606371492354 -0.0249457700650756 0.0419207317073175 0.0668665017723931
"915" 0.2517 "0.9" 0.04 "Max Youden - uncorrected" 0.0418031827644613 0.0214443393251341 0.062325147653093 0.0408808083279589
"916" 0.0167 "0.9" 0.04 "High specificity - uncorrected" 0.0365530926392919 0.0120772946859904 0.0558894230769236 0.0438121283909332
"917" 0.3062 "0.8" 0.01 "Max Youden - uncorrected" 0.0436627165904426 0.010615251299827 0.0756035578144851 0.0649883065146581
"918" 0.0149 "0.8" 0.01 "High specificity - uncorrected" 0.0485155590667112 0.00117647058823516 0.0808270676691723 0.0796505970809371
"919" 0.2911 "0.85" 0.08 "Max Youden - uncorrected" 0.0790361049520803 0.0516513056835636 0.107065217391304 0.0554139117077404
"920" 0.0185 "0.85" 0.08 "High specificity - uncorrected" 0.0781914507958461 0.0440860215053763 0.110687022900764 0.0666010013953877
"927" 0.36 "0.8" 0.04 "Max Youden - uncorrected" 0.0559451485409301 0.0215100965759439 0.0892028679881906 0.0676927714122467
"928" 0.0137 "0.8" 0.04 "High specificity - uncorrected" 0.052863450604009 0.0119999999999987 0.0980565371024725 0.0860565371024738
"929" 0.3289 "0.8" 0.01 "Max Youden - uncorrected" 0.0209399197723121 -0.0155073105892778 0.0513833992094864 0.0668907097987642
"930" 0.0101 "0.8" 0.01 "High specificity - uncorrected" 0.000285126207587074 -0.0382352941176461 0.0342465753424646 0.0724818694601107
"935" 0.3481 "0.85" 0.08 "Max Youden - uncorrected" 0.0906981304136225 0.062009712364587 0.119107142857143 0.057097430492556
"936" 0.0215 "0.85" 0.08 "High specificity - uncorrected" 0.0908985324853206 0.0572450805008942 0.121933621933621 0.0646885414327268
"939" 0.2222 "0.95" 0.08 "Max Youden - uncorrected" 0.0760374856612379 0.0598610368786744 0.0922650475184795 0.0324040106398051
"940" 0.0381 "0.95" 0.08 "High specificity - uncorrected" 0.0769050555800496 0.0640866873065014 0.089919545669664 0.0258328583631626
"941" 0.2343 "0.9" 0.08 "Max Youden - uncorrected" 0.0916442584524026 0.0729297365119197 0.110740291262136 0.0378105547502163
"942" 0.0233 "0.9" 0.08 "High specificity - uncorrected" 0.0755222944331327 0.0511288180610892 0.0970556161395858 0.0459267980784966
"943" 0.1552 "0.95" 0.01 "Max Youden - uncorrected" 0.00484467805478064 -0.0119144327105335 0.0211397058823529 0.0330541385928864
"944" 0.0163 "0.95" 0.01 "High specificity - uncorrected" 0.0177245852927148 0.00697392359005448 0.0274438055410349 0.0204698819509804
"947" 0.2935 "0.85" 0.01 "Max Youden - uncorrected" 0.0417154610181628 0.0138837467604592 0.0684438040345818 0.0545600572741226
"948" 0.0135 "0.85" 0.01 "High specificity - uncorrected" 0.0197593789364004 -0.0178890876565295 0.0487951807228916 0.0666842683794211
"949" 0.374 "0.8" 0.08 "Max Youden - uncorrected" 0.0881298868510005 0.0550976138828635 0.119607843137255 0.0645102292543915
"950" 0.0125 "0.8" 0.08 "High specificity - uncorrected" 0.0330302882866769 -0.0270758122743693 0.0893271461716941 0.116402958446063
"951" 0.2797 "0.85" 0.01 "Max Youden - uncorrected" 0.0128072284956569 -0.0153136531365313 0.0411700975081259 0.0564837506446572
"952" 0.0087 "0.85" 0.01 "High specificity - uncorrected" -0.0208436487518105 -0.0710526315789468 0.0130353817504662 0.084088013329413
"953" 0.1958 "0.95" 0.08 "Max Youden - uncorrected" 0.0895739482529042 0.0748479238296747 0.104385504201681 0.0295375803720063
"954" 0.0461 "0.95" 0.08 "High specificity - uncorrected" 0.0922937136121766 0.0805699481865282 0.105982100800753 0.0254121526142248
"957" 0.1957 "0.95" 0.08 "Max Youden - uncorrected" 0.0711126918435779 0.0538194444444444 0.0857475426797724 0.031928098235328
"958" 0.043 "0.95" 0.08 "High specificity - uncorrected" 0.0818899290761258 0.0709134615384617 0.0935234412759786 0.0226099797375169
"959" 0.2669 "0.9" 0.04 "Max Youden - uncorrected" 0.0466969090769328 0.0236256948733788 0.068838352796558 0.0452126579231792
"960" 0.0198 "0.9" 0.04 "High specificity - uncorrected" 0.0458171969420622 0.0304752066115703 0.0610918544194108 0.0306166478078405
"963" 0.2014 "0.9" 0.01 "Max Youden - uncorrected" -0.00841759465525374 -0.0318532818532819 0.0129191018148262 0.0447723836681081
"964" 0.0112 "0.9" 0.01 "High specificity - uncorrected" 0.00831199139261704 -0.0077937649880094 0.0240253853127837 0.0318191503007931
"967" 0.1645 "0.95" 0.01 "Max Youden - uncorrected" 0.0170304923759292 0.000937332619175044 0.0328362114076401 0.0318988787884651
"968" 0.012 "0.95" 0.01 "High specificity - uncorrected" 0.00709172695140572 -0.00284738041002278 0.0161592505854799 0.0190066309955027
"969" 0.2485 "0.9" 0.08 "Max Youden - uncorrected" 0.0769540676019331 0.0564166150030998 0.0979428922321155 0.0415262772290157
"970" 0.0295 "0.9" 0.08 "High specificity - uncorrected" 0.0860492937931079 0.06657223796034 0.103613569321534 0.037041331361194
"971" 0.2872 "0.85" 0.01 "Max Youden - uncorrected" 0.0314372152377978 0.00403966213734848 0.0588764854159164 0.0548368232785679
"972" 0.0118 "0.85" 0.01 "High specificity - uncorrected" 0.0141777000539008 -0.0243644067796607 0.046801872074883 0.0711662788545437
"975" 0.267 "0.85" 0.01 "Max Youden - uncorrected" 0.0245380312158042 -0.00244728915662644 0.0493539124192392 0.0518012015758656
"976" 0.0112 "0.85" 0.01 "High specificity - uncorrected" 0.00958329902158719 -0.0259179265658743 0.0372424722662435 0.0631603988321178
"981" 0.3058 "0.8" 0.04 "Max Youden - uncorrected" 0.0602436366399581 0.0285714285714285 0.0904928041866552 0.0619213756152267
"982" 0.0152 "0.8" 0.04 "High specificity - uncorrected" 0.0606588901891844 0.00346020761245636 0.103693181818183 0.100232974205727
"985" 0.2496 "0.9" 0.08 "Max Youden - uncorrected" 0.0781939541183662 0.0572107765451664 0.0999691928527418 0.0427584163075754
"986" 0.0271 "0.9" 0.08 "High specificity - uncorrected" 0.0769452950130195 0.0614828209764921 0.094941956882255 0.0334591359057629
"987" 0.2293 "0.9" 0.01 "Max Youden - uncorrected" 0.0125134621099768 -0.0094876660341556 0.0345509893455098 0.0440386553796654
"988" 0.014 "0.9" 0.01 "High specificity - uncorrected" 0.019177819573738 0.000510204081632597 0.0343220338983051 0.0338118298166725
"995" 0.2019 "0.95" 0.08 "Max Youden - uncorrected" 0.0748419868180522 0.0599840042655291 0.0895309665716506 0.0295469623061215
"996" 0.045 "0.95" 0.08 "High specificity - uncorrected" 0.0902829376641953 0.0796391752577318 0.101896887159533 0.0222577119018012
"997" 0.1536 "0.95" 0.04 "Max Youden - uncorrected" 0.0505158028756925 0.0356380138814735 0.06420233463035 0.0285643207488765
"998" 0.028 "0.95" 0.04 "High specificity - uncorrected" 0.0455563417344474 0.0330923248053393 0.0564356435643563 0.023343318759017
"999" 0.1657 "0.95" 0.04 "Max Youden - uncorrected" 0.0352728879998743 0.0185528756957329 0.0516614745586709 0.033108598862938
"1000" 0.0256 "0.95" 0.04 "High specificity - uncorrected" 0.0385209949192865 0.0270964061608673 0.048548310328415 0.0214519041675477
"1001" 0.1575 "0.95" 0.01 "Max Youden - uncorrected" 0.00731599726430509 -0.00862998921251343 0.0235048315487073 0.0321348207612207
"1002" 0.0126 "0.95" 0.01 "High specificity - uncorrected" 0.00908186622290564 -0.00331724969843182 0.0218926553672313 0.0252099050656631
"1003" 0.3191 "0.8" 0.08 "Max Youden - uncorrected" 0.0777986779124244 0.0419675090252706 0.108564013840831 0.0665965048155604
"1004" 0.0135 "0.8" 0.08 "High specificity - uncorrected" 0.0594927820525392 -0.00186567164179084 0.131198347107437 0.133064018749228
"1005" 0.2323 "0.9" 0.01 "Max Youden - uncorrected" 0.0108586209983459 -0.0118296529968454 0.0330464186904397 0.0448760716872851
"1006" 0.0132 "0.9" 0.01 "High specificity - uncorrected" 0.016036783396297 -0.00117785630153108 0.0336842105263156 0.0348620668278467
"1007" 0.2806 "0.9" 0.08 "Max Youden - uncorrected" 0.0673979267066863 0.0449256625727215 0.0908661417322836 0.0459404791595621
"1008" 0.0246 "0.9" 0.08 "High specificity - uncorrected" 0.0775698156263449 0.0541711809317443 0.0991884580703337 0.0450172771385894
"1009" 0.3444 "0.85" 0.04 "Max Youden - uncorrected" 0.0626986138336075 0.0339140103780578 0.0904332129963899 0.0565192026183321
"1010" 0.0159 "0.85" 0.04 "High specificity - uncorrected" 0.0509018682220612 0.0174537987679675 0.0869829683698295 0.069529169601862
"1011" 0.2824 "0.9" 0.08 "Max Youden - uncorrected" 0.0940513420902652 0.072926596758818 0.115444617784711 0.042518021025893
"1012" 0.0205 "0.9" 0.08 "High specificity - uncorrected" 0.0673914465707846 0.0424076607387139 0.0937818552497451 0.0513741945110312
"1013" 0.1923 "0.9" 0.04 "Max Youden - uncorrected" 0.0325616343592401 0.010921940250562 0.0537668021256643 0.0428448618751023
"1014" 0.0189 "0.9" 0.04 "High specificity - uncorrected" 0.0466334964934561 0.0247933884297524 0.0654965753424661 0.0407031869127137
"1015" 0.3004 "0.85" 0.08 "Max Youden - uncorrected" 0.0668145869727612 0.0373507893723529 0.0945537065052951 0.0572029171329422
"1016" 0.0209 "0.85" 0.08 "High specificity - uncorrected" 0.0853633404132896 0.0510563380281693 0.113768115942029 0.0627117779138597
"1017" 0.2662 "0.9" 0.04 "Max Youden - uncorrected" 0.0475783790603232 0.0251787379546161 0.0704913030210559 0.0453125650664398
"1018" 0.0188 "0.9" 0.04 "High specificity - uncorrected" 0.0419529478692975 0.0273279352226724 0.0600165562913905 0.0326886210687181
"1021" 0.1558 "0.95" 0.04 "Max Youden - uncorrected" 0.0383569737479221 0.0217332613390929 0.0531971345184399 0.031463873179347
"1022" 0.0294 "0.95" 0.04 "High specificity - uncorrected" 0.0475351240902876 0.0380178290508651 0.0573946689595871 0.019376839908722
"1023" 0.2109 "0.95" 0.08 "Max Youden - uncorrected" 0.0911476444875088 0.0755555555555556 0.107290589451913 0.0317350338963574
"1024" 0.0443 "0.95" 0.08 "High specificity - uncorrected" 0.0874980832545567 0.0751146788990826 0.100526567735759 0.0254118888366764
"1025" 0.2247 "0.9" 0.01 "Max Youden - uncorrected" 0.024545961448692 0.00342999688182098 0.0455931686489784 0.0421631717671574
"1026" 0.0101 "0.9" 0.01 "High specificity - uncorrected" 0.00282173254849051 -0.0160116448326054 0.0219047619047616 0.037916406737367
"1027" 0.349 "0.8" 0.04 "Max Youden - uncorrected" 0.0688050599224901 0.0299223389675654 0.101377529057253 0.0714551900896876
"1028" 0.0184 "0.8" 0.04 "High specificity - uncorrected" 0.103480748285632 0.0625000000000002 0.144047619047619 0.0815476190476188
"1031" 0.2216 "0.95" 0.08 "Max Youden - uncorrected" 0.0795868019490493 0.0626499600106637 0.0948924034223489 0.0322424434116852
"1032" 0.0426 "0.95" 0.08 "High specificity - uncorrected" 0.0814823091027751 0.0661107802263252 0.0951783023606229 0.0290675221342977
"1033" 0.3085 "0.85" 0.04 "Max Youden - uncorrected" 0.0521152430770078 0.0236851920925027 0.0794797687861273 0.0557945766936246
"1034" 0.0132 "0.85" 0.04 "High specificity - uncorrected" 0.033542454612285 -0.00192307692307778 0.0756062767475031 0.0775293536705809
"1045" 0.2699 "0.85" 0.01 "Max Youden - uncorrected" 0.0258513398488711 -0.00172215843857637 0.0546477850399419 0.0563699434785183
"1046" 0.0129 "0.85" 0.01 "High specificity - uncorrected" 0.0180969550798469 -0.0155963302752297 0.042944785276074 0.0585411155513037
"1047" 0.3466 "0.8" 0.04 "Max Youden - uncorrected" 0.049757601242168 0.0170807453416145 0.0829004329004329 0.0658196875588184
"1048" 0.0177 "0.8" 0.04 "High specificity - uncorrected" 0.0886235636294484 0.0488721804511279 0.131322957198444 0.0824507767473161
"1049" 0.2875 "0.85" 0.04 "Max Youden - uncorrected" 0.0462750039940769 0.0165067178502878 0.0754026354319178 0.05889591758163
"1050" 0.0135 "0.85" 0.04 "High specificity - uncorrected" 0.0369020334021403 0.00591715976331296 0.0673876871880199 0.0614705274247069
"1051" 0.1777 "0.95" 0.04 "Max Youden - uncorrected" 0.0564559122814561 0.0399361022364218 0.0717758444216991 0.0318397421852773
"1052" 0.0312 "0.95" 0.04 "High specificity - uncorrected" 0.0521656185657603 0.0407532321528948 0.0628585086042065 0.0221052764513117
"1053" 0.2785 "0.85" 0.01 "Max Youden - uncorrected" 0.00725678457014279 -0.0213577421815408 0.0363906424062385 0.0577483845877793
"1054" 0.0113 "0.85" 0.01 "High specificity - uncorrected" 0.0114272916483217 -0.0147368421052627 0.0377094972067044 0.0524463393119671
"1055" 0.3082 "0.85" 0.04 "Max Youden - uncorrected" 0.0458425353013249 0.0169884169884168 0.0737423780487804 0.0567539610603636
"1056" 0.0119 "0.85" 0.04 "High specificity - uncorrected" 0.0194438273658757 -0.0300859598853867 0.0547309833024121 0.0848169431877988
"1057" 0.1911 "0.9" 0.01 "Max Youden - uncorrected" 0.00973905163591888 -0.0111180707798309 0.0308376802700215 0.0419557510498524
"1058" 0.0113 "0.9" 0.01 "High specificity - uncorrected" 0.00666636448762192 -0.00863213811420961 0.0220183486238528 0.0306504867380624
"1059" 0.1549 "0.95" 0.01 "Max Youden - uncorrected" 0.0179958013309195 0.00212596332713267 0.0323628801663633 0.0302369168392306
"1060" 0.0122 "0.95" 0.01 "High specificity - uncorrected" 0.00775173752036543 -0.00447966919365943 0.0184799583550231 0.0229596275486825
"1061" 0.2966 "0.85" 0.01 "Max Youden - uncorrected" 0.0152849128845547 -0.0145903479236813 0.0439721509710517 0.058562498894733
"1062" 0.0102 "0.85" 0.01 "High specificity - uncorrected" -0.00176887614344666 -0.0364963503649635 0.0284482758620696 0.0649446262270331
"1063" 0.3264 "0.8" 0.01 "Max Youden - uncorrected" 0.0246003864832332 -0.0124434389140273 0.0597992143168924 0.0722426532309197
"1064" 0.0161 "0.8" 0.01 "High specificity - uncorrected" 0.0680940162813811 0.0292134831460667 0.105960264900663 0.0767467817545963
"1065" 0.3666 "0.8" 0.04 "Max Youden - uncorrected" 0.0740628127866311 0.0407028469750889 0.108102345415778 0.0673994984406891
"1066" 0.0109 "0.8" 0.04 "High specificity - uncorrected" 0.0161308832705349 -0.0780487804878045 0.0756302521008412 0.153679032588646
"1069" 0.1834 "0.95" 0.04 "Max Youden - uncorrected" 0.0704804556315102 0.0566929133858269 0.0850716260366927 0.0283787126508658
"1070" 0.0285 "0.95" 0.04 "High specificity - uncorrected" 0.048662098287598 0.0367902665121667 0.0622605363984675 0.0254702698863008
"1071" 0.3165 "0.8" 0.01 "Max Youden - uncorrected" 0.0278590281109342 -0.00759946356727776 0.0643224699828474 0.0719219335501252
"1072" 0.014 "0.8" 0.01 "High specificity - uncorrected" 0.0418438643046117 0.00749464668094136 0.0739750445632796 0.0664803978823382
"1083" 0.4051 "0.8" 0.04 "Max Youden - uncorrected" 0.0478146974243859 0.0131868131868132 0.0828669823504089 0.0696801691635957
"1084" 0.0093 "0.8" 0.04 "High specificity - uncorrected" -0.012269922737513 -0.0733944954128435 0.0337301587301594 0.107124654143003
"1085" 0.3346 "0.8" 0.01 "Max Youden - uncorrected" 0.019672612033614 -0.0159786950732356 0.0562473164448261 0.0722260115180617
"1086" 0.0101 "0.8" 0.01 "High specificity - uncorrected" 0.00559466170959921 -0.043859649122807 0.0469083155650316 0.0907679646878386
"1091" 0.1721 "0.95" 0.04 "Max Youden - uncorrected" 0.022794961435677 0.00745672436751005 0.0389884088514226 0.0315316844839126
"1092" 0.0252 "0.95" 0.04 "High specificity - uncorrected" 0.0407530106265713 0.0296167247386759 0.0523402113739304 0.0227234866352545
"1093" 0.2237 "0.9" 0.04 "Max Youden - uncorrected" 0.0384613371058846 0.0173954676029363 0.0590179414542022 0.0416224738512659
"1094" 0.0196 "0.9" 0.04 "High specificity - uncorrected" 0.0409506486481499 0.0176017601760169 0.0588491717523978 0.0412474115763809
"1097" 0.2892 "0.8" 0.01 "Max Youden - uncorrected" 0.033129972683846 -0.00313339301701 0.0672287073065281 0.0703621003235381
"1098" 0.0108 "0.8" 0.01 "High specificity - uncorrected" 0.00581407646781217 -0.0647773279352224 0.062240663900415 0.127017991835637
"1099" 0.1712 "0.95" 0.01 "Max Youden - uncorrected" 0.0213249798249593 0.00440000000000011 0.037037037037037 0.0326370370370369
"1100" 0.0169 "0.95" 0.01 "High specificity - uncorrected" 0.0172084977084973 0.00967117988394585 0.0256410256410256 0.0159698457570797
"1107" 0.2164 "0.9" 0.04 "Max Youden - uncorrected" 0.0367066714922781 0.0160286336756925 0.0564341085271318 0.0404054748514393
"1108" 0.0191 "0.9" 0.04 "High specificity - uncorrected" 0.0440588383980684 0.0250501002004003 0.065165876777251 0.0401157765768507
"1109" 0.2886 "0.85" 0.08 "Max Youden - uncorrected" 0.0596293408826682 0.0286759045419552 0.0879970544919 0.0593211499499448
"1110" 0.0165 "0.85" 0.08 "High specificity - uncorrected" 0.0645904913262333 0.0293367346938771 0.108424336973479 0.0790876022796019
"1113" 0.2988 "0.85" 0.04 "Max Youden - uncorrected" 0.0583301588088818 0.0308710033076074 0.0832416574990834 0.052370654191476
"1114" 0.0115 "0.85" 0.04 "High specificity - uncorrected" 0.0192540202123699 -0.00504032258064461 0.0449438202247183 0.0499841428053629
"1115" 0.322 "0.85" 0.08 "Max Youden - uncorrected" 0.0480243705431222 0.0180491551459295 0.0749817117776151 0.0569325566316856
"1116" 0.0161 "0.85" 0.08 "High specificity - uncorrected" 0.0588229925106119 0.0191256830601102 0.0897435897435903 0.0706179066834801
"1119" 0.2711 "0.85" 0.04 "Max Youden - uncorrected" 0.0568094908689377 0.0291244573082489 0.0817394442439555 0.0526149869357066
